id	baseMean	log2FoldChange	pvalue	padj	Direction	WR260145T	WR260146T	WR260141T	WR260142T	Uniprot	GO	KEGG	Card	VFDB	PHI	COG	eggNOG	CAZy	NT	Pfam
ENSMUSG00000033499(Larp4b)	38.9650256326108	1.16238107165914	0.0191953273896772	0.0809599301129666	Up	62	64	24	19	sp|Q6A0A2|LAR4B_MOUSE La-related protein 4B OS=Mus musculus OX=10090 GN=Larp4b PE=1 SV=2	GO:0003730 mRNA 3'-UTR binding molecular_function|GO:1905870 positive regulation of 3'-UTR-mediated mRNA stabilization biological_process|GO:0045727 positive regulation of translation biological_process|GO:0010494 cytoplasmic stress granule cellular_component|GO:0005829 cytosol cellular_component|GO:0005730 nucleolus cellular_component|GO:0042788 obsolete polysomal ribosome cellular_component	pleu:114684880 K18763 la-related protein 4 --	--	VFG005256(gb|WP_020905141)	A0A140CZL2|PHI:6179|Aassk1|5599|Alternaria_alternata|reduced_virulence	--	10090.ENSMUSP00000140993 KOG2591@1|root,KOG2591@2759|Eukaryota,38FFR@33154|Opisthokonta,3BCIC@33208|Metazoa,3CWDY@33213|Bilateria,48BIZ@7711|Chordata,492FW@7742|Vertebrata,3J71Z@40674|Mammalia,35K18@314146|Euarchontoglires,4PUN5@9989|Rodentia Domain in the RNA-binding Lupus La protein; unknown function	--	XP_011242555.1 la-related protein 4B isoform X1 [Mus musculus]	PF06403.15|Lamprin|Lamprin
ENSMUSG00000021241(Isca2)	75.8513695937304	-1.55806039841966	9.72745401120324e-05	0.00118568369676151	Down	40	50	141	67	sp|Q9DCB8|ISCA2_MOUSE Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Isca2 PE=1 SV=2	GO:0051537 2 iron, 2 sulfur cluster binding molecular_function|GO:0051539 4 iron, 4 sulfur cluster binding molecular_function|GO:0042802 identical protein binding molecular_function|GO:0005506 iron ion binding molecular_function|GO:0016226 iron-sulfur cluster assembly biological_process|GO:0106035 protein maturation by [4Fe-4S] cluster transfer biological_process|GO:0005739 mitochondrion cellular_component	mmu:74316 K22072 iron-sulfur cluster assembly 2 --	--	VFG026535(gb|WP_041180865)	Q33BM7|PHI:4191|Lipl41|173|Leptospira_interrogans|unaffected_pathogenicity	WP_007089641_1|COG0316|Fe-S cluster assembly iron-binding protein IscA	10029.XP_007626735.1 COG0316@1|root,KOG1119@2759|Eukaryota,3A5SF@33154|Opisthokonta,3BSKX@33208|Metazoa,3D9KV@33213|Bilateria,48DZJ@7711|Chordata,49B1D@7742|Vertebrata,3JGHI@40674|Mammalia,35PNG@314146|Euarchontoglires,4Q548@9989|Rodentia Iron-sulphur cluster biosynthesis	--	EDL02825.1 mCG5517, isoform CRA_c [Mus musculus]	PF01521.24|Fe-S_biosyn|Iron-sulphur cluster biosynthesis
ENSMUSG00000035133(Arhgap5)	80.3912413396849	2.41880519599819	5.69872357584707e-09	2.12983599382528e-07	Up	171	146	16	28	sp|P97393|RHG05_MOUSE Rho GTPase-activating protein 5 OS=Mus musculus OX=10090 GN=Arhgap5 PE=1 SV=3	GO:0005525 GTP binding molecular_function|GO:0005096 GTPase activator activity molecular_function|GO:0003924 GTPase activity molecular_function|GO:0042169 SH2 domain binding molecular_function|GO:0016477 cell migration biological_process|GO:0010631 epithelial cell migration biological_process|GO:0030879 mammary gland development biological_process|GO:0010634 positive regulation of epithelial cell migration biological_process|GO:0002053 positive regulation of mesenchymal cell proliferation biological_process|GO:0008361 regulation of cell size biological_process|GO:0007266 Rho protein signal transduction biological_process|GO:0005829 cytosol cellular_component|GO:0005783 endoplasmic reticulum cellular_component|GO:0005886 plasma membrane cellular_component	mmu:11855 K13709 Rho GTPase-activating protein 5 mmu04510 Focal adhesion|:::|mmu04670 Leukocyte transendothelial migration	--	VFG022601(gb|WP_085979914)	S7WL31|PHI:12153|Efpp_(tggt1_269460)|5811|Toxoplasma_gondii|unaffected_pathogenicity	--	10090.ENSMUSP00000106353 KOG4271@1|root,KOG4271@2759|Eukaryota,38D6Y@33154|Opisthokonta,3BEYF@33208|Metazoa,3CTMQ@33213|Bilateria,482JC@7711|Chordata,48ZCI@7742|Vertebrata,3J2ZQ@40674|Mammalia,35JKY@314146|Euarchontoglires,4Q1G0@9989|Rodentia rho GTPase-activating protein	--	AAH50059.1 ARHGAP5 protein [Homo sapiens]	PF19518.3|RhoGAP_pG1_pG2|p190RhoGAP, pG1 and pG2 domains
ENSMUSG00000018707(Dync1h1)	70.3653272737871	1.02926572916071	0.00649821334804698	0.0370907316997423	Up	108	113	48	35	sp|Q9JHU4|DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2	GO:0005524 ATP binding molecular_function|GO:0016887 ATP hydrolysis activity molecular_function|GO:0045505 dynein intermediate chain binding molecular_function|GO:0051959 dynein light intermediate chain binding molecular_function|GO:0008569 minus-end-directed microtubule motor activity molecular_function|GO:0051301 cell division biological_process|GO:0003341 cilium movement biological_process|GO:0031122 cytoplasmic microtubule organization biological_process|GO:0051293 establishment of spindle localization biological_process|GO:0007052 mitotic spindle organization biological_process|GO:0007097 nuclear migration biological_process|GO:0033962 P-body assembly biological_process|GO:0120162 positive regulation of cold-induced thermogenesis biological_process|GO:0032388 positive regulation of intracellular transport biological_process|GO:1905832 positive regulation of spindle assembly biological_process|GO:0090235 regulation of metaphase plate congression biological_process|GO:0060236 regulation of mitotic spindle organization biological_process|GO:0008090 retrograde axonal transport biological_process|GO:0034063 stress granule assembly biological_process|GO:0030424 axon cellular_component|GO:1904115 axon cytoplasm cellular_component|GO:0005938 cell cortex cellular_component|GO:0005813 centrosome cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005868 cytoplasmic dynein complex cellular_component|GO:0005881 cytoplasmic microtubule cellular_component|GO:0030286 dynein complex cellular_component|GO:0030175 filopodium cellular_component|GO:0002177 manchette cellular_component|GO:0005874 microtubule cellular_component|GO:0043025 neuronal cell body cellular_component|GO:0005635 nuclear envelope cellular_component	mmu:13424 K10413 dynein cytoplasmic 1 heavy chain mmu04145 Phagosome|:::|mmu04814 Motor proteins|:::|mmu04962 Vasopressin-regulated water reabsorption|:::|mmu05132 Salmonella infection	ARO:3003749|salA|AGN74946.1	VFG011715(gb|WP_002860363)	I1RRI0|PHI:1381|Gzc2h044|5518|Fusarium_graminearum|unaffected_pathogenicity	--	9713.XP_006751109.1 COG5245@1|root,KOG3595@2759|Eukaryota,38BS8@33154|Opisthokonta,3BHTB@33208|Metazoa,3CRDZ@33213|Bilateria,4882C@7711|Chordata,491PA@7742|Vertebrata,3J6XD@40674|Mammalia,3EUFJ@33554|Carnivora Dynein, cytoplasmic 1, heavy chain 1	--	XP_030878216.1 cytoplasmic dynein 1 heavy chain 1-like [Leptonychotes weddellii]	PF03028.19|Dynein_heavy|Dynein heavy chain region D6 P-loop
ENSMUSG00000021244(Ylpm1)	38.5741992891594	1.45938549601545	0.00716196649167162	0.03956572234088	Up	81	53	28	10	sp|Q9R0I7|YLPM1_MOUSE YLP motif-containing protein 1 OS=Mus musculus OX=10090 GN=Ylpm1 PE=2 SV=2	GO:0001227 DNA-binding transcription repressor activity, RNA polymerase II-specific molecular_function|GO:0000122 negative regulation of transcription by RNA polymerase II biological_process|GO:0032204 regulation of telomere maintenance biological_process|GO:0016607 nuclear speck cellular_component|GO:0005634 nucleus cellular_component	mcal:110306737 K17602 YLP motif-containing protein 1 --	--	VFG021881(gb|WP_010907486)	J9VW42|PHI:7944|Uut1_(cnag_06230)|5207|Cryptococcus_neoformans|loss_of_pathogenicity	--	10090.ENSMUSP00000021670 KOG2400@1|root,KOG2400@2759|Eukaryota,38HD2@33154|Opisthokonta,3BB2C@33208|Metazoa,3CTDT@33213|Bilateria,488E4@7711|Chordata,495N4@7742|Vertebrata,3J299@40674|Mammalia,35EH6@314146|Euarchontoglires,4PX81@9989|Rodentia YLP motif-containing protein 1	--	NP_848140.3 YLP motif-containing protein 1 isoform 1 [Mus musculus]	--
ENSMUSG00000034290(Nek9)	32.2286811088153	1.61013469672589	0.00429262484648441	0.0268554608299709	Up	65	49	13	15	sp|Q8K1R7|NEK9_MOUSE Serine/threonine-protein kinase Nek9 OS=Mus musculus OX=10090 GN=Nek9 PE=1 SV=2	GO:0005524 ATP binding molecular_function|GO:0046872 metal ion binding molecular_function|GO:0030295 protein kinase activator activity molecular_function|GO:0019901 protein kinase binding molecular_function|GO:0106310 protein serine kinase activity molecular_function|GO:0004674 protein serine/threonine kinase activity molecular_function|GO:0051301 cell division biological_process|GO:0000278 mitotic cell cycle biological_process|GO:0016310 phosphorylation biological_process|GO:0007346 regulation of mitotic cell cycle biological_process|GO:0005813 centrosome cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005634 nucleus cellular_component	mmu:217718 K20878 serine/threonine-protein kinase Nek9 [EC:2.7.11.1] --	--	VFG019987(gb|WP_004351957)	I1RYF8|PHI:1236|Fgsg_09408|5518|Fusarium_graminearum|lethal	WP_011685663_1|COG0823|Periplasmic component TolB of the Tol biopolymer transport system	9541.XP_005561870.1 COG5184@1|root,KOG0589@1|root,KOG0589@2759|Eukaryota,KOG1426@2759|Eukaryota,38EV9@33154|Opisthokonta,3BCJC@33208|Metazoa,3CX7R@33213|Bilateria,481SX@7711|Chordata,48ZZP@7742|Vertebrata,3JAWG@40674|Mammalia,35I7D@314146|Euarchontoglires,4MD8Y@9443|Primates,363AY@314294|Cercopithecoidea kinase 9	--	AAD31939.1 unknown, partial [Homo sapiens]	PF00069.29|Pkinase|Protein kinase domain
ENSMUSG00000021250(Fos)	36.3628036273539	-8.85913279102874	6.17174998270894e-09	2.28673977807612e-07	Down	0	0	87	46	sp|P01101|FOS_MOUSE Protein c-Fos OS=Mus musculus OX=10090 GN=Fos PE=1 SV=1	GO:0003682 chromatin binding molecular_function|GO:0003677 DNA binding molecular_function|GO:0001228 DNA-binding transcription activator activity, RNA polymerase II-specific molecular_function|GO:0003700 DNA-binding transcription factor activity molecular_function|GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific molecular_function|GO:0003690 double-stranded DNA binding molecular_function|GO:0042802 identical protein binding molecular_function|GO:0044877 protein-containing complex binding molecular_function|GO:0070412 R-SMAD binding molecular_function|GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding molecular_function|GO:0000979 RNA polymerase II core promoter sequence-specific DNA binding molecular_function|GO:0061629 RNA polymerase II-specific DNA-binding transcription factor binding molecular_function|GO:0043565 sequence-specific DNA binding molecular_function|GO:1990837 sequence-specific double-stranded DNA binding molecular_function|GO:0000976 transcription cis-regulatory region binding molecular_function|GO:0001221 transcription coregulator binding molecular_function|GO:0071276 cellular response to cadmium ion biological_process|GO:0071277 cellular response to calcium ion biological_process|GO:0071364 cellular response to epidermal growth factor stimulus biological_process|GO:0031668 cellular response to extracellular stimulus biological_process|GO:0071456 cellular response to hypoxia biological_process|GO:0071374 cellular response to parathyroid hormone stimulus biological_process|GO:1904628 cellular response to phorbol 13-acetate 12-myristate biological_process|GO:1990646 cellular response to prolactin biological_process|GO:0034614 cellular response to reactive oxygen species biological_process|GO:0071356 cellular response to tumor necrosis factor biological_process|GO:0034224 cellular response to zinc ion starvation biological_process|GO:0001661 conditioned taste aversion biological_process|GO:0007565 female pregnancy biological_process|GO:1903131 mononuclear cell differentiation biological_process|GO:0051450 myoblast proliferation biological_process|GO:0007399 nervous system development biological_process|GO:0030316 osteoclast differentiation biological_process|GO:0045893 positive regulation of DNA-templated transcription biological_process|GO:1902895 positive regulation of miRNA transcription biological_process|GO:0045672 positive regulation of osteoclast differentiation biological_process|GO:0045944 positive regulation of transcription by RNA polymerase II biological_process|GO:0006355 regulation of DNA-templated transcription biological_process|GO:0010468 regulation of gene expression biological_process|GO:0006357 regulation of transcription by RNA polymerase II biological_process|GO:0014823 response to activity biological_process|GO:0051591 response to cAMP biological_process|GO:0051412 response to corticosterone biological_process|GO:0045471 response to ethanol biological_process|GO:0009629 response to gravity biological_process|GO:0035902 response to immobilization stress biological_process|GO:0032868 response to insulin biological_process|GO:0009416 response to light stimulus biological_process|GO:0032496 response to lipopolysaccharide biological_process|GO:0035994 response to muscle stretch biological_process|GO:0032570 response to progesterone biological_process|GO:0009636 response to toxic substance biological_process|GO:0009410 response to xenobiotic stimulus biological_process|GO:0035914 skeletal muscle cell differentiation biological_process|GO:0014856 skeletal muscle cell proliferation biological_process|GO:0060395 SMAD protein signal transduction biological_process|GO:0006366 transcription by RNA polymerase II biological_process|GO:0007179 transforming growth factor beta receptor signaling pathway biological_process|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0005783 endoplasmic reticulum cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0032993 protein-DNA complex cellular_component|GO:0090575 RNA polymerase II transcription regulator complex cellular_component|GO:0035976 transcription factor AP-1 complex cellular_component|GO:0005667 transcription regulator complex cellular_component	mmu:14281 K04379 proto-oncogene protein c-fos mmu01522 Endocrine resistance|:::|mmu04010 MAPK signaling pathway|:::|mmu04024 cAMP signaling pathway|:::|mmu04210 Apoptosis|:::|mmu04380 Osteoclast differentiation|:::|mmu04620 Toll-like receptor signaling pathway|:::|mmu04657 IL-17 signaling pathway|:::|mmu04658 Th1 and Th2 cell differentiation|:::|mmu04659 Th17 cell differentiation|:::|mmu04660 T cell receptor signaling pathway|:::|mmu04662 B cell receptor signaling pathway|:::|mmu04668 TNF signaling pathway|:::|mmu04713 Circadian entrainment|:::|mmu04725 Cholinergic synapse|:::|mmu04728 Dopaminergic synapse|:::|mmu04915 Estrogen signaling pathway|:::|mmu04917 Prolactin signaling pathway|:::|mmu04921 Oxytocin signaling pathway|:::|mmu04926 Relaxin signaling pathway|:::|mmu04928 Parathyroid hormone synthesis, secretion and action|:::|mmu04932 Non-alcoholic fatty liver disease|:::|mmu04935 Growth hormone synthesis, secretion and action|:::|mmu05031 Amphetamine addiction|:::|mmu05132 Salmonella infection|:::|mmu05133 Pertussis|:::|mmu05135 Yersinia infection|:::|mmu05140 Leishmaniasis|:::|mmu05142 Chagas disease|:::|mmu05161 Hepatitis B|:::|mmu05162 Measles|:::|mmu05166 Human T-cell leukemia virus 1 infection|:::|mmu05167 Kaposi sarcoma-associated herpesvirus infection|:::|mmu05170 Human immunodeficiency virus 1 infection|:::|mmu05171 Coronavirus disease - COVID-19|:::|mmu05200 Pathways in cancer|:::|mmu05207 Chemical carcinogenesis - receptor activation|:::|mmu05208 Chemical carcinogenesis - reactive oxygen species|:::|mmu05210 Colorectal cancer|:::|mmu05224 Breast cancer|:::|mmu05231 Choline metabolism in cancer|:::|mmu05235 PD-L1 expression and PD-1 checkpoint pathway in cancer|:::|mmu05323 Rheumatoid arthritis|:::|mmu05417 Lipid and atherosclerosis|:::|mmu05418 Fluid shear stress and atherosclerosis	--	VFG012508(gb|WP_000933675)	G3XDA1|PHI:11503_PHI:12238|Exos|287|Pseudomonas_aeruginosa|effector_(plant_avirulence_determinant)_reduced_virulence	--	9818.XP_007939546.1 KOG1414@1|root,KOG1414@2759|Eukaryota,38WBJ@33154|Opisthokonta,3BDTE@33208|Metazoa,3CWS4@33213|Bilateria,484G2@7711|Chordata,494R7@7742|Vertebrata,3JB5E@40674|Mammalia,34Y57@311790|Afrotheria Proto-oncogene c-Fos	--	BAE32571.1 unnamed protein product [Mus musculus]	PF00170.25|bZIP_1|bZIP transcription factor
ENSMUSG00000113606(Gm47441)	7.58045671504118	-2.98691160934303	0.0152167793901724	NA	Down	2	2	18	7	sp|Q9CY27|TECR_MOUSE Very-long-chain enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Tecr PE=1 SV=1	GO:0016491 oxidoreductase activity molecular_function|GO:0102758 very-long-chain enoyl-CoA reductase activity molecular_function|GO:0030497 fatty acid elongation biological_process|GO:0006665 sphingolipid metabolic process biological_process|GO:0006694 steroid biosynthetic process biological_process|GO:0042761 very long-chain fatty acid biosynthetic process biological_process|GO:0005783 endoplasmic reticulum cellular_component|GO:0005789 endoplasmic reticulum membrane cellular_component	mcal:110300213 K10258 very-long-chain enoyl-CoA reductase [EC:1.3.1.93] mcal00062 Fatty acid elongation|:::|mcal01040 Biosynthesis of unsaturated fatty acids|:::|mcal01100 Metabolic pathways|:::|mcal01212 Fatty acid metabolism	--	--	I1RV74|PHI:1399|Gzc2h062|5518|Fusarium_graminearum|unaffected_pathogenicity	--	10090.ENSMUSP00000128329 KOG1639@1|root,KOG1639@2759|Eukaryota,38FVN@33154|Opisthokonta,3B95W@33208|Metazoa,3CTSE@33213|Bilateria,480C5@7711|Chordata,48Z9B@7742|Vertebrata,3J9YD@40674|Mammalia,35CMW@314146|Euarchontoglires,4Q80B@9989|Rodentia 3-oxo-5-alpha-steroid 4-dehydrogenase	--	EDL10908.1 mCG11048, isoform CRA_a, partial [Mus musculus]	PF21696.1|TECR_N|TECR, ubiquitin-like domain
ENSMUSG00000063632(Sox11)	128.009556471868	1.08246349002089	0.000416043239815312	0.00396486440072331	Up	194	213	95	54	sp|Q9CWU5|KHDC3_MOUSE KH domain-containing protein 3 OS=Mus musculus OX=10090 GN=Khdc3 PE=1 SV=1	GO:0003723 RNA binding molecular_function|GO:0007015 actin filament organization biological_process|GO:0051656 establishment of organelle localization biological_process|GO:0090307 mitotic spindle assembly biological_process|GO:0007094 mitotic spindle assembly checkpoint signaling biological_process|GO:0043066 negative regulation of apoptotic process biological_process|GO:1900006 positive regulation of dendrite development biological_process|GO:2000781 positive regulation of double-strand break repair biological_process|GO:1905168 positive regulation of double-strand break repair via homologous recombination biological_process|GO:0040019 positive regulation of embryonic development biological_process|GO:0050769 positive regulation of neurogenesis biological_process|GO:0032880 regulation of protein localization biological_process|GO:0031297 replication fork processing biological_process|GO:0005938 cell cortex cellular_component|GO:0005813 centrosome cellular_component|GO:0005694 chromosome cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005739 mitochondrion cellular_component|GO:0005634 nucleus cellular_component|GO:0032991 protein-containing complex cellular_component|GO:0106333 subcortical maternal complex cellular_component	mmu:20666 K09268 transcription factor SOX11/12 (SOX group C) --	--	VFG005256(gb|WP_020905141)	Q9ZHG7|PHI:123865|Sht|1311|Streptococcus_agalactiae|reduced_virulence_unaffected_pathogenicity	--	--	--	KAF6308128.1 hypothetical protein mMyoMyo1_008906 [Myotis myotis]	--
ENSMUSG00000044147(Arf6)	301.389507578494	-1.00695927801594	1.7481864321797e-06	3.59507429928629e-05	Down	240	229	385	331	sp|Q9QXZ0|MACF1_MOUSE Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2	GO:0003779 actin binding molecular_function|GO:0051015 actin filament binding molecular_function|GO:0016887 ATP hydrolysis activity molecular_function|GO:0005509 calcium ion binding molecular_function|GO:0008017 microtubule binding molecular_function|GO:0051011 microtubule minus-end binding molecular_function|GO:0005198 structural molecule activity molecular_function|GO:0016477 cell migration biological_process|GO:0007163 establishment or maintenance of cell polarity biological_process|GO:0043001 Golgi to plasma membrane protein transport biological_process|GO:0045104 intermediate filament cytoskeleton organization biological_process|GO:0001707 mesoderm formation biological_process|GO:0045773 positive regulation of axon extension biological_process|GO:0030177 positive regulation of Wnt signaling pathway biological_process|GO:0006620 post-translational protein targeting to endoplasmic reticulum membrane biological_process|GO:0008104 protein localization biological_process|GO:0030334 regulation of cell migration biological_process|GO:0010632 regulation of epithelial cell migration biological_process|GO:0051893 regulation of focal adhesion assembly biological_process|GO:0032886 regulation of microtubule-based process biological_process|GO:0150011 regulation of neuron projection arborization biological_process|GO:0016055 Wnt signaling pathway biological_process|GO:0042060 wound healing biological_process|GO:0015629 actin cytoskeleton cellular_component|GO:0005938 cell cortex cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005794 Golgi apparatus cellular_component|GO:0016020 membrane cellular_component|GO:0005874 microtubule cellular_component|GO:0015630 microtubule cytoskeleton cellular_component|GO:0005886 plasma membrane cellular_component|GO:0014069 postsynaptic density cellular_component|GO:0032587 ruffle membrane cellular_component	mmu:11845 K07941 ADP-ribosylation factor 6 mmu04014 Ras signaling pathway|:::|mmu04072 Phospholipase D signaling pathway|:::|mmu04144 Endocytosis|:::|mmu04666 Fc gamma R-mediated phagocytosis|:::|mmu05132 Salmonella infection|:::|mmu05135 Yersinia infection	--	VFG009489(gb|WP_011724535)	J4WLW2|PHI:10831|Sur7|176275|Beauveria_bassiana|reduced_virulence	--	--	--	--	--
ENSMUSG00000021012(Zc3h14)	53.8612164538994	1.1855624272888	0.00615431537375935	0.0356966902515758	Up	90	85	28	30	sp|Q8BJ05|ZC3HE_MOUSE Zinc finger CCCH domain-containing protein 14 OS=Mus musculus OX=10090 GN=Zc3h14 PE=1 SV=1	GO:0046872 metal ion binding molecular_function|GO:0008143 poly(A) binding molecular_function|GO:1900364 negative regulation of mRNA polyadenylation biological_process|GO:0043488 regulation of mRNA stability biological_process|GO:1904115 axon cytoplasm cellular_component|GO:0005737 cytoplasm cellular_component|GO:0032839 dendrite cytoplasm cellular_component|GO:0016607 nuclear speck cellular_component|GO:0005730 nucleolus cellular_component|GO:0005634 nucleus cellular_component|GO:1990904 ribonucleoprotein complex cellular_component	mmu:75553 K23038 zinc finger CCCH domain-containing protein 14 --	--	VFG043384(gb|WP_001091835)	A0A0S4VR07|PHI:9816|Tres|305|Ralstonia_solanacearum|reduced_virulence	--	10090.ENSMUSP00000105732 KOG3702@1|root,KOG3702@2759|Eukaryota,39R0U@33154|Opisthokonta,3BJFQ@33208|Metazoa,3CZFH@33213|Bilateria,483U5@7711|Chordata,48ZJ1@7742|Vertebrata,3JD17@40674|Mammalia,35I39@314146|Euarchontoglires,4PX38@9989|Rodentia Zinc finger CCCH domain-containing protein 14	--	AAH21797.1 Zc3h14 protein, partial [Mus musculus]	PF14608.10|zf-CCCH_2|RNA-binding, Nab2-type zinc finger
ENSMUSG00000113113(Gm2614)	613.164249109015	-1.06121719433908	9.0467671464405e-10	4.18096830058078e-08	Down	508	425	838	646	--	--	mmu:20068 K02962 small subunit ribosomal protein S17e mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	VFG007589(gb|WP_011079849)	J9VIU5|PHI:6480|Lys4|5207|Cryptococcus_neoformans|reduced_virulence	--	--	--	--	--
ENSMUSG00000060073(Psma3)	45.860251778524	1.07622562453928	0.023599615485116	0.0934513881748682	Up	72	74	37	17	sp|P18422|PSA3_RAT Proteasome subunit alpha type-3 OS=Rattus norvegicus OX=10116 GN=Psma3 PE=1 SV=3	GO:0031625 ubiquitin protein ligase binding molecular_function|GO:0010498 proteasomal protein catabolic process biological_process|GO:0006511 ubiquitin-dependent protein catabolic process biological_process|GO:0005737 cytoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0000502 proteasome complex cellular_component|GO:0005839 proteasome core complex cellular_component|GO:0019773 proteasome core complex, alpha-subunit complex cellular_component|GO:0045202 synapse cellular_component	mcoc:116080166 -- -- --	--	VFG041978(gb|WP_011004321)	Q4WIN8|PHI:7167|Cufa|746128|Aspergillus_fumigatus|unaffected_pathogenicity	WP_007315067_1|COG0638|20S proteasome, alpha and beta subunits	10090.ENSMUSP00000101259 COG3590@1|root,KOG3624@2759|Eukaryota,38BNF@33154|Opisthokonta,3B9I2@33208|Metazoa,3CW8Q@33213|Bilateria,4835Y@7711|Chordata,491MX@7742|Vertebrata,3J22E@40674|Mammalia,35NFN@314146|Euarchontoglires,4PTNU@9989|Rodentia Membrane metallo-endopeptidase-like 1	--	EDL33388.1 mCG1045525, partial [Mus musculus]	PF10584.13|Proteasome_A_N|Proteasome subunit A N-terminal signature
ENSMUSG00000021188(Trip11)	8.63135382959684	2.33549462881083	0.0382211451272366	NA	Up	22	12	2	3	sp|Q5SNZ0|GRDN_MOUSE Girdin OS=Mus musculus OX=10090 GN=Ccdc88a PE=1 SV=2	GO:0003779 actin binding molecular_function|GO:0051959 dynein light intermediate chain binding molecular_function|GO:0005154 epidermal growth factor receptor binding molecular_function|GO:0001965 G-protein alpha-subunit binding molecular_function|GO:0031682 G-protein gamma-subunit binding molecular_function|GO:0005092 GDP-dissociation inhibitor activity molecular_function|GO:0005085 guanyl-nucleotide exchange factor activity molecular_function|GO:0005158 insulin receptor binding molecular_function|GO:0008017 microtubule binding molecular_function|GO:0035091 phosphatidylinositol binding molecular_function|GO:0042803 protein homodimerization activity molecular_function|GO:0043422 protein kinase B binding molecular_function|GO:0005080 protein kinase C binding molecular_function|GO:0043539 protein serine/threonine kinase activator activity molecular_function|GO:0042169 SH2 domain binding molecular_function|GO:0043184 vascular endothelial growth factor receptor 2 binding molecular_function|GO:0016477 cell migration biological_process|GO:0031122 cytoplasmic microtubule organization biological_process|GO:0030705 cytoskeleton-dependent intracellular transport biological_process|GO:0006260 DNA replication biological_process|GO:0030032 lamellipodium assembly biological_process|GO:0072660 maintenance of protein location in plasma membrane biological_process|GO:0061024 membrane organization biological_process|GO:0007399 nervous system development biological_process|GO:0045724 positive regulation of cilium assembly biological_process|GO:0045742 positive regulation of epidermal growth factor receptor signaling pathway biological_process|GO:0051897 positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction biological_process|GO:1903566 positive regulation of protein localization to cilium biological_process|GO:0051496 positive regulation of stress fiber assembly biological_process|GO:0032956 regulation of actin cytoskeleton organization biological_process|GO:0042127 regulation of cell population proliferation biological_process|GO:0010975 regulation of neuron projection development biological_process|GO:0007264 small GTPase-mediated signal transduction biological_process|GO:0031929 TOR signaling biological_process|GO:0031252 cell leading edge cellular_component|GO:0005814 centriole cellular_component|GO:0005813 centrosome cellular_component|GO:0036064 ciliary basal body cellular_component|GO:0030142 COPI-coated Golgi to ER transport vesicle cellular_component|GO:0005737 cytoplasm cellular_component|GO:0031410 cytoplasmic vesicle cellular_component|GO:0005829 cytosol cellular_component|GO:0005783 endoplasmic reticulum cellular_component|GO:0005794 Golgi apparatus cellular_component|GO:0030027 lamellipodium cellular_component|GO:0016020 membrane cellular_component|GO:0005886 plasma membrane cellular_component	mmu:109181 K23368 thyroid receptor-interacting protein 11 --	--	VFG038295(gb|WP_005350043)	G4NKK3|PHI:7793|Momyo2_(mgg_03060)|318829|Magnaporthe_oryzae|reduced_virulence	--	10090.ENSMUSP00000021605 28JI4@1|root,2QRXC@2759|Eukaryota,39JX8@33154|Opisthokonta,3BH7Q@33208|Metazoa,3CR91@33213|Bilateria,483E4@7711|Chordata,496Q4@7742|Vertebrata,3JE23@40674|Mammalia,35HPZ@314146|Euarchontoglires,4PT26@9989|Rodentia Thyroid receptor-interacting protein 11	--	AAI58099.1 Thyroid hormone receptor interactor 11 [Mus musculus]	PF10375.13|GRAB|GRAB domain
